101,Fekete Abel,5105,v,5.84,2.56,11,Biro Miksa,5106,m,3.68,3.71,0,Nemeth Bence,5107,m,8.36,2.65,0,Gulyas Pal,5108,m,2.82,2.41,0,N
102,Kovach Lukacs,5109,m,2.16,2.76,0,Soos Egyed,5110,v,6.17,1.37,0,Horvath Aron,5111,v,8.11,1.59,0,Varga Pal,5112,v,2.59,1.90,0,N
103,Gal Karolina,5113,m,4.23,2.31,0,Toth Klaudia,5114,v,3.13,1.24,0,Balogh Xenia,5115,m,2.98,4.07,0,Molnar Marcell,5116,m,2.44,2.80,0,N
104,Racz Gyozo,5117,u,2.87,4.52,0,Farkas Levente,5118,m,7.57,2.34,12,Bognar Gedeon,5119,m,8.04,4.24,0,Kovacs Virag,5120,m,6.60,3.15,0,N
105,Kovach Noel,5121,m,8.21,3.44,0,Szucs Zita,5122,m,4.83,2.53,0,Gyori Tunde,5123,m,6.21,1.84,5,Molnar Gyongyi,5124,m,6.43,2.43,0,N
106,Ujhelyi Alfonz,5125,v,4.75,2.12,0,Mezo Rozsa,5126,m,8.06,4.49,0,Novak Agnes,5127,m,7.47,4.27,0,Nemet Hajna,5128,m,5.50,2.37,0,N
107,Gal Abraham,5129,m,7.49,4.38,0,Halasz Melitta,5130,m,4.48,3.71,0,Kozma Emil,5131,m,6.45,3.73,0,Farkas Elod,5132,m,6.42,4.09,0,N
108,Kis Gertrud,5133,m,5.17,4.87,0,Gyori Illes,5134,m,8.65,4.54,2,Bodnar Stefania,5135,u,5.65,2.94,0,Balogh Zsaklin,5136,m,8.50,4.25,0,N
109,Horvat Maria,5137,m,6.75,3.66,0,Fekete Paszkal,5138,m,8.00,2.59,0,Szucs Szilard,5139,m,5.25,2.29,0,Sipos Liliana,5140,m,8.62,3.19,0,N
110,Pasztor Krisztina,5141,v,4.01,4.39,7,Fekete Donat,5142,v,8.41,4.93,0,Papp Aladar,5143,m,3.08,2.47,0,Olah Ignac,5144,v,6.11,3.71,0,N
111,Molnar Jozsef,5145,m,8.98,4.74,0,Nagy Farkas,5146,m,6.48,3.17,0,Kis Szabolcs,5147,m,6.11,2.38,0,Kovacs Alajos,5148,v,2.28,1.79,0,N
112,Budai Bianka,5149,m,7.67,2.22,0,Szabo Balazs,5150,v,3.70,1.58,0,Horvath Vince,5151,m,3.73,3.34,0,Pasztor Andras,5152,m,7.31,3.99,0,N
113,Nemes Pongrac,5153,u,6.08,1.03,0,Lakatos Irisz,5154,m,4.97,2.99,0,Kozma Klara,5155,v,5.80,1.11,0,Balogh Paula,5156,v,8.66,1.18,0,N
114,Farkas Peter,5157,v,4.33,3.50,0,Pasztor Terez,5158,v,2.67,3.72,0,Tot Tamara,5159,m,4.01,4.24,0,Varga Alida,5160,m,8.13,5.00,0,N
115,Pinter Alex,5161,m,6.22,3.11,0,Major Todor,5162,m,8.78,5.00,0,Boros Matild,5163,v,7.38,3.98,0,Kis Timea,5164,v,6.39,3.56,0,N
116,Ujhelyi Marton,5165,u,7.40,3.50,0,Novak Otilia,5166,v,6.14,1.93,0,Papp Gyarfas,5167,m,7.12,3.25,0,Somogyi Egon,5168,u,5.92,2.36,0,N
201,Vincze Tas,5169,m,4.16,2.09,5,Gal Mihaly,5170,m,5.62,4.92,0,Vegh Levente,5171,v,2.99,1.29,0,Balogh Noel,5172,m,2.45,4.95,0,N
202,Juhasz Vilmos,5173,m,3.58,4.95,0,Balogh Janka,5174,m,2.21,1.88,10,Nemes Sara,5175,m,2.24,4.78,5,Fekete Pal,5176,m,3.25,2.28,0,N
203,Racz Frigyes,5177,m,4.16,3.00,0,Vincze David,5178,v,8.67,2.56,13,Nemes Jolan,5179,m,2.20,1.05,0,Toth Ellak,5180,m,8.44,3.73,0,N
204,Ujhelyi Petra,5181,m,4.72,1.54,0,Bodnar Palma,5182,m,8.33,3.86,0,Balogh Gizella,5183,v,4.82,3.83,0,Vincze Kornelia,5184,m,8.51,3.09,0,N
205,Fazekas Petra,5185,m,4.23,3.70,10,Juhasz Hajna,5186,u,6.15,2.59,0,Fazekas Irisz,5187,m,4.93,3.29,0,Feher Andor,5188,v,3.28,3.42,0,N
206,Lakatos Bank,5189,m,5.99,2.77,0,Gulyas Eliza,5190,m,8.84,1.24,0,Varga Rezso,5191,m,4.50,2.48,0,Szekely Narcisz,5192,m,5.07,3.89,0,N
207,Kiraly Peter,5193,m,2.80,2.91,0,Kozma Arpadina,5194,m,4.68,2.14,0,Farkas Magdolna,5195,m,2.90,1.19,0,Magyar Adel,5196,m,6.43,1.91,0,N
208,Kovacs Matyas,5197,m,3.21,3.08,14,Racz Jeromos,5198,v,8.23,2.25,0,Novak Todor,5199,v,3.90,3.05,11,Molnar Fruzsina,5200,v,4.53,1.18,0,N
209,Olah Edit,5201,m,8.39,1.61,0,Papp Gergely,5202,v,8.01,3.10,12,Bognar Barnabas,5203,v,8.38,2.18,0,Gal Hedvig,5204,m,4.09,4.04,0,N
210,Varga Marcell,5205,m,6.72,2.74,11,Bognar Lorand,5206,m,6.84,3.70,0,Nagy Endre,5207,u,4.86,3.15,0,Halasz Romeo,5208,m,5.13,2.83,0,N
211,Halasz Stella,5209,v,8.05,3.29,0,Kozma Regina,5210,v,3.10,3.96,0,Barna Lilla,5211,m,2.12,2.93,0,Fodor Benedek,5212,v,6.17,1.28,0,N
212,Kis Marcell,5213,v,5.98,2.77,4,Boros Arpad,5214,v,3.58,3.48,0,Kovacs Noemi,5215,m,7.68,3.53,0,Bodnar Zsolt,5216,m,2.50,4.66,13,N
213,Farkas Lenke,5217,m,8.50,2.33,0,Nemet Beatrix,5218,v,6.38,2.83,0,Nemes Csenge,5219,m,4.92,4.35,0,Kovacs Magdolna,5220,m,4.32,3.98,1,N
214,Feher Gal,5221,v,3.26,2.49,6,Kiss Rozsa,5222,m,6.52,2.90,0,Pataki Agota,5223,v,3.85,2.58,0,Kiraly Andras,5224,v,5.40,4.07,1,N
215,Szucs Imola,5225,m,6.32,2.53,0,Pataki Vilhelmina,5226,v,6.92,1.78,0,Novak Barnabas,5227,m,7.11,1.04,0,Lengyel Bank,5228,m,5.59,1.50,0,N
216,Katona Laura,5229,m,3.66,1.64,0,Novak Renato,5230,u,2.25,4.62,0,Lakatos Samuel,5231,u,7.08,4.90,0,Gal Andrea,5232,m,3.68,1.51,0,N
301,Molnar Arnold,5233,m,5.96,1.79,0,Bodnar Zelma,5234,m,7.45,2.23,0,Vas Laura,5235,u,6.31,3.34,0,Nemet Vendel,5236,m,2.11,3.55,0,N
302,Major Gergely,5237,m,5.57,3.69,5,Szilagyi Lazar,5238,m,4.58,1.91,0,Boros Ervin,5239,v,8.47,3.45,0,Boros Ildiko,5240,m,3.01,4.73,0,N
303,Vas Karoly,5241,v,4.65,3.98,0,Farkas Gabriella,5242,m,4.91,3.98,0,Lakatos Robert,5243,u,6.56,3.02,0,Biro Erik,5244,m,5.57,3.73,0,N
304,Horvath Marcell,5245,u,8.34,1.37,0,Gal Gaspar,5246,v,6.83,4.18,16,Nemes Agnes,5247,m,4.02,1.97,0,Biro Arpad,5248,m,3.41,3.62,0,N
305,Magyar Kolos,5249,m,6.73,4.39,0,Olah Bertalan,5250,m,6.80,2.76,0,Kovacs Kristof,5251,m,3.34,2.73,0,Kovacs Huba,5252,m,2.95,3.76,0,N
306,Balogh Pal,5253,v,4.44,1.35,0,Farkas Adel,5254,v,8.78,1.03,0,Feher Fanni,5255,v,8.11,3.81,0,Kovach Aida,5256,m,3.90,3.01,0,N
307,Szalai Hortenzia,5257,v,8.70,3.72,0,Balazs Egon,5258,v,6.67,1.92,0,Kovach Paszkal,5259,v,3.02,4.44,0,Gal Zakarias,5260,v,6.42,2.97,0,N
308,Ujhelyi Botond,5261,m,4.18,2.72,0,Juhasz Hajna,5262,m,7.54,3.86,0,Katona Lukacs,5263,m,7.36,2.82,0,Gulyas Rahel,5264,m,4.55,3.17,0,N
309,Szilagyi Lehel,5265,m,5.13,4.79,0,Kiss Felicia,5266,m,2.64,4.48,0,Fekete Natalia,5267,m,8.57,4.56,0,Hegedus Peter,5268,m,5.51,4.89,0,N
310,Nemes Marton,5269,m,5.34,2.89,0,Feher Hilda,5270,m,4.27,3.80,0,Feher Emma,5271,m,4.46,3.24,0,Torok Aladar,5272,m,7.53,2.43,0,N
311,Balogh Fatime,5273,m,7.25,3.44,0,Kiss Mihaly,5274,m,2.89,3.61,0,Racz Emese,5275,m,5.20,2.48,0,Somogyi Matyas,5276,v,7.14,3.39,0,N
312,Mezo Domonkos,5277,v,8.32,2.77,0,Boros Csenge,5278,m,7.67,1.79,4,Orosz Elvira,5279,m,7.81,4.16,0,Rozsa Timea,5280,m,2.30,3.45,0,N
313,Tot Patrik,5281,v,2.87,2.73,0,Kovacs Hilda,5282,v,8.19,3.07,0,Szucs Ellak,5283,m,3.70,4.81,0,Szucs Borbala,5284,m,5.11,5.00,0,N
314,Toth Kende,5285,m,5.36,3.62,0,Kocsis Kolos,5286,m,7.81,4.82,0,Molnar Fruzsina,5287,m,8.45,4.64,0,Nemeth Botond,5288,m,3.21,2.91,0,N
315,Bodnar Ivan,5289,u,2.14,3.97,0,Molnar Emma,5290,m,4.73,2.14,13,Lengyel Zsigmond,5291,m,8.35,3.30,0,Gal Hilda,5292,m,8.56,1.68,8,N
316,Balog Orsolya,5293,v,2.86,2.37,0,Feher Melitta,5294,m,5.33,3.93,18,Balog Alfonz,5295,v,5.33,2.80,13,Szilagyi Boldizsar,5296,v,3.53,3.52,0,N
401,Olah Hortenzia,5297,m,4.49,2.65,0,Orosz Karoly,5298,u,5.11,1.65,0,Rozsa Fanni,5299,v,4.24,1.67,0,Feher Sarolta,5300,m,8.58,3.22,0,N
402,Kiraly Hunor,5301,u,6.54,4.10,8,Pinter Bodog,5302,m,2.02,3.21,0,Halasz Felicia,5303,m,3.09,4.36,0,Eros Szimonetta,5304,m,8.18,1.45,19,N
403,Racz Nandor,5305,m,4.78,1.64,0,Major Gedeon,5306,m,4.10,4.06,0,Szabo Genoveva,5307,m,3.14,3.39,0,Bakos Lea,5308,m,4.58,2.25,9,N
404,Molnar Teofil,5309,m,8.10,2.04,0,Sipos Angel,5310,v,3.60,3.57,0,Bodnar Jakab,5311,m,2.32,3.55,7,Vegh Virgil,5312,m,5.94,2.76,0,N
405,Kiss Bettina,5313,v,4.27,2.68,11,Kovats Zsolt,5314,v,2.94,3.95,0,Hajdu Ede,5315,m,8.42,3.30,0,Viragh Dorottya,5316,u,2.21,2.58,0,N
406,Sipos Janos,5317,m,8.48,2.37,0,Pinter Attila,5318,v,2.42,2.20,0,Gal Lujza,5319,m,2.21,4.18,0,Varga Vilhelmina,5320,m,4.56,1.06,0,N
407,Kiss Adrian,5321,m,5.39,3.99,19,Pataki Jusztina,5322,m,3.35,2.47,0,Molnar Kitti,5323,m,7.59,4.06,0,Kiss Gabriella,5324,m,4.67,2.68,0,N
408,Kovacs Benjamin,5325,m,8.01,3.40,0,Vincze Friderika,5326,m,5.16,1.78,0,Varga Izolda,5327,u,4.38,3.33,0,Szabo Richard,5328,v,7.83,3.60,0,N
