101,Gal Bonifac,5840,m,8.47,3.69,0,Viragh Hermina,5841,m,5.32,4.51,0,Horvat Bator,5842,m,7.55,4.52,0,Deak Hedvig,5843,m,6.62,3.98,0,N
102,Gal Gyorgy,5844,m,8.03,4.50,0,Gulyas Botond,5845,m,8.38,3.42,0,Nagy Julianna,5846,m,3.96,1.26,16,Balogh Emma,5847,m,6.37,1.62,8,N
103,Torok Sandor,5848,m,8.86,4.62,0,Bognar Eszter,5849,m,3.65,3.59,0,Feher Kincso,5850,u,2.51,4.49,13,Farkas Dora,5851,m,8.34,4.71,7,N
104,Kovacs Borbala,5852,v,8.43,4.03,0,Feher Jusztina,5853,m,7.95,4.73,3,Sipos Szonja,5854,v,2.91,3.98,0,Torok Zalan,5855,m,2.56,3.71,0,N
105,Szekely Lenke,5856,m,6.91,1.27,10,Major Marton,5857,m,2.72,4.43,0,Juhasz Aranka,5858,u,4.23,2.24,0,Halasz Eliza,5859,m,3.01,3.69,1,N
106,Varga Huba,5860,m,8.46,2.13,0,Farkas Vilma,5861,m,8.39,2.09,0,Kiraly Benjamin,5862,m,7.28,1.88,16,Major Bianka,5863,m,8.23,3.49,0,N
107,Gulyas Menyhert,5864,m,3.68,3.40,5,Molnar Todor,5865,m,5.55,2.17,0,Balogh Bernadett,5866,v,3.81,3.59,1,Horvath Natalia,5867,m,7.38,1.64,0,N
108,Vegh Luca,5868,m,2.68,4.45,0,Fazekas Frida,5869,m,2.59,4.52,0,Viragh Farkas,5870,m,5.71,2.93,0,Sipos Robert,5871,v,8.39,3.48,0,N
109,Kis Imola,5872,m,7.82,1.71,0,Szabo Gerzson,5873,v,4.99,2.29,17,Sipos Lorinc,5874,m,5.15,3.54,0,Somogyi Pongrac,5875,u,6.11,3.94,12,N
110,Pataki Izolda,5876,m,7.05,2.95,0,Fodor Ambrus,5877,u,8.50,3.43,0,Fodor Levente,5878,m,4.43,3.28,0,Balogh Rudolf,5879,v,4.24,2.22,0,N
