101,Soos Agoston,4155,m,7.39,1.38,19,Molnar Aniko,4156,m,5.79,2.32,0,Deak Gellert,4157,m,7.98,2.46,7,Szalai Inez,4158,v,6.07,2.90,0,N
102,Szucs Helga,4159,v,2.91,1.14,0,Deak Jolan,4160,v,6.32,2.30,0,Somogyi Livia,4161,u,6.40,2.07,0,Vincze Jeromos,4162,m,4.47,2.92,0,N
103,Lakatos Ilma,4163,v,7.14,1.32,0,Kovacs Fabian,4164,m,4.82,2.38,17,Racz Emese,4165,m,5.53,2.26,0,Horvath Agota,4166,m,6.07,1.30,0,N
104,Balog Szonja,4167,u,4.69,3.49,0,Molnar Terez,4168,m,5.92,3.69,7,Varga Krisztian,4169,m,4.61,3.85,0,Gulyas Miklos,4170,m,4.55,3.45,0,N
105,Pinter Zita,4171,m,7.96,2.57,0,Feher Vanessza,4172,m,3.57,3.81,0,Molnar Albert,4173,m,2.48,1.45,15,Balazs Marton,4174,m,3.04,3.58,0,N
106,Kovats Zakarias,4175,v,2.90,3.70,0,Fekete Zsofia,4176,v,6.77,2.03,0,Boros Csaba,4177,m,2.05,2.12,0,Papp Gerzson,4178,m,6.10,2.76,0,N
107,Balogh Friderika,4179,m,8.36,3.53,12,Lengyel Lilla,4180,v,7.78,1.66,0,Farkas Karola,4181,m,8.03,1.14,0,Kocsis Balazs,4182,m,6.57,4.36,0,N
108,Meszaros Arnold,4183,m,5.02,3.05,0,Molnar Klaudia,4184,v,2.25,2.13,0,Kovacs Gyarfas,4185,u,5.44,3.93,2,Papp Kitti,4186,m,2.83,2.67,4,N
109,Kovacs Vivien,4187,v,6.92,3.72,0,Kiraly Felix,4188,u,7.28,1.04,0,Barna Csenge,4189,v,4.95,4.78,0,Juhasz Leonora,4190,v,7.39,3.17,0,N
110,Hajdu Szilveszter,4191,m,7.95,3.47,0,Balogh Melania,4192,m,3.27,3.16,0,Takacs Zoltan,4193,m,3.19,2.53,0,Katona Anna,4194,m,6.04,3.20,7,N
111,Kovats Matyas,4195,u,5.82,3.96,0,Horvath Szilarda,4196,m,6.81,3.80,0,Takacs Fanni,4197,m,2.13,2.37,0,Horvat Agota,4198,v,6.03,3.69,0,N
112,Kovacs Leila,4199,m,6.19,2.91,0,Sipos Gyorgy,4200,m,4.89,4.41,0,Papp Gyozo,4201,m,5.77,4.97,0,Balogh Soma,4202,m,7.19,3.97,0,N
113,Kis Felix,4203,m,2.58,4.89,0,Molnar Lea,4204,m,3.52,3.39,0,Gyori Szerena,4205,m,3.04,2.81,0,Kiraly Valter,4206,u,3.07,2.49,0,N
114,Kocsis Marianna,4207,m,2.04,2.76,16,Szabo Leona,4208,m,8.82,3.49,0,Vegh Izso,4209,m,8.74,3.17,0,Fazekas Csaba,4210,u,4.33,2.26,0,N
115,Kozma Tekla,4211,m,8.15,3.82,0,Torok Mark,4212,m,8.14,2.72,0,Pataki Oliver,4213,m,2.01,3.92,0,Szabo Matyas,4214,m,3.11,3.46,0,N
116,Novak Kornel,4215,v,5.92,2.59,0,Deak Matyas,4216,m,7.45,1.73,0,Tot Ede,4217,u,2.76,3.94,0,Budai Noemi,4218,m,5.64,3.07,1,N
201,Kiss Marcell,4219,m,3.21,4.82,0,Budai Romeo,4220,m,2.61,3.70,0,Kovats Anett,4221,m,6.42,3.81,0,Gulyas Gellert,4222,m,4.06,3.91,0,N
202,Kiraly Elod,4223,m,4.89,3.17,13,Feher Ors,4224,u,8.25,2.31,0,Szabo Petra,4225,v,4.01,4.96,6,Rozsa Hortenzia,4226,m,4.57,4.85,0,N
203,Kovach Zsolt,4227,v,6.04,3.86,0,Magyar Miklos,4228,m,6.50,4.18,0,Deak Livia,4229,v,4.18,3.15,0,Bakos Katalin,4230,m,8.29,4.41,0,N
204,Kovats Leona,4231,m,3.73,3.84,0,Gulyas Bank,4232,m,3.82,3.17,0,Kovacs Mark,4233,v,7.97,2.47,0,Tot Levente,4234,m,5.69,4.93,6,N
205,Bognar Narcisz,4235,m,7.07,4.93,0,Olah Lajos,4236,m,2.91,4.88,0,Somogyi Emoke,4237,v,5.33,3.81,0,Biro Egon,4238,v,8.60,2.49,0,N
206,Novak Liliana,4239,m,2.66,2.78,0,Barna Robert,4240,v,8.27,3.58,0,Molnar Viktor,4241,v,4.85,2.56,0,Gal Bator,4242,m,8.02,3.51,0,N
207,Deak Katalin,4243,m,5.07,2.20,0,Nagy Gergely,4244,m,8.01,2.18,0,Budai Jusztina,4245,m,8.37,4.32,0,Pasztor Vanessza,4246,m,6.76,3.89,9,N
208,Hajdu Adorjan,4247,m,5.54,4.24,0,Tot Judit,4248,m,2.70,1.62,0,Lakatos Karoly,4249,m,6.86,4.26,0,Mezo Palma,4250,m,4.60,3.89,0,N
209,Deak Patricia,4251,m,8.34,3.68,0,Szekely Bator,4252,v,3.25,3.57,0,Pataki Arnold,4253,v,4.91,1.48,0,Varga Boldizsar,4254,v,6.55,3.80,0,N
210,Pasztor Balint,4255,m,5.80,3.32,0,Somogyi Henrietta,4256,m,5.02,4.52,0,Magyar Vilmos,4257,v,7.51,2.50,14,Katona Piroska,4258,m,8.67,3.53,0,N
211,Szucs Melania,4259,v,8.82,4.63,0,Szabo Ivan,4260,u,7.15,2.41,0,Deak Cecilia,4261,v,6.73,1.11,0,Kocsis Erzsebet,4262,m,2.67,1.01,0,N
212,Sipos Arpad,4263,m,7.11,2.56,0,Gal Diana,4264,v,3.20,1.64,0,Torok Mercedesz,4265,v,5.95,4.49,0,Feher Armin,4266,m,3.33,3.51,0,N
213,Olah Valter,4267,m,4.52,4.57,0,Novak Bertold,4268,v,5.91,4.98,0,Katona Adrienn,4269,m,3.34,3.72,0,Orosz Kalman,4270,m,3.35,2.43,0,N
214,Molnar Lajos,4271,m,3.61,4.68,0,Kiraly Zsolt,4272,v,4.66,4.04,0,Bognar Stella,4273,m,8.25,2.20,0,Lakatos Abel,4274,m,2.51,1.10,0,N
215,Lakatos Otilia,4275,v,3.37,4.45,0,Farkas Armin,4276,v,3.25,4.31,0,Lakatos Tas,4277,m,5.84,3.37,0,Balogh Kazmer,4278,v,7.56,4.26,3,N
216,Olah Szonja,4279,m,5.21,4.35,0,Meszaros Margit,4280,m,8.48,4.14,0,Nemes Renata,4281,m,4.20,3.45,0,Horvat Egon,4282,m,2.41,1.33,0,N
301,Novak Jolan,4283,m,7.39,2.46,0,Lengyel Angela,4284,m,7.74,2.48,8,Magyar Ede,4285,m,4.64,3.43,1,Papp Narcisz,4286,m,8.00,3.80,0,N
302,Farkas Zoltan,4287,m,7.99,2.28,0,Varga Maria,4288,m,5.88,3.03,0,Lakatos Edit,4289,v,8.44,3.39,0,Szucs Leonora,4290,m,4.24,4.29,0,N
303,Kiraly Farkas,4291,u,3.40,2.25,0,Szabo Oliver,4292,m,7.22,4.16,0,Balog Gedeon,4293,v,3.01,2.90,0,Meszaros Hella,4294,v,6.61,4.98,0,N
304,Hajdu Bruno,4295,v,4.25,2.26,0,Toth Erik,4296,m,8.27,3.92,3,Nemet Karina,4297,v,5.19,2.24,0,Nemeth Hajna,4298,m,5.86,2.03,0,N
305,Farkas Agoston,4299,m,4.90,4.07,0,Lengyel Medard,4300,v,5.61,3.84,0,Molnar Kornelia,4301,v,7.17,2.64,0,Kiss Viola,4302,m,2.39,4.43,0,N
306,Takacs Vanessza,4303,m,4.94,3.80,0,Pasztor Alexandra,4304,u,7.39,3.47,0,Gal Tamara,4305,v,2.35,1.41,0,Biro Edith,4306,m,3.17,1.75,0,N
307,Kiraly Ella,4307,v,6.16,3.08,0,Szabo Karmen,4308,v,2.54,2.14,0,Racz Noemi,4309,v,2.45,3.50,8,Olah Ferenc,4310,v,5.35,4.35,0,N
