101,Szilagyi Izabella,5373,m,6.60,2.11,13,Farkas Achilles,5374,m,7.31,1.90,0,Ujhelyi Otilia,5375,v,8.81,4.29,3,Horvat Kolos,5376,m,6.73,4.76,0,N
102,Ujhelyi Frigyes,5377,m,7.38,3.71,0,Farkas Milan,5378,m,6.23,2.75,0,Orosz Kitti,5379,m,6.57,1.11,1,Papp Judit,5380,u,5.68,3.32,0,N
103,Vas Maria,5381,m,8.97,1.22,0,Tot Lilla,5382,m,4.25,3.24,0,Molnar Ivo,5383,u,3.05,2.53,0,Szabo Ramona,5384,v,2.84,3.15,0,N
104,Ujhelyi Zsigmond,5385,m,7.96,3.73,0,Juhasz Armin,5386,m,7.58,2.21,0,Bakos Konrad,5387,u,3.48,2.48,11,Kocsis Livia,5388,m,8.67,4.83,0,N
105,Barna Gellert,5389,v,6.10,2.04,0,Lakatos Frida,5390,v,4.81,3.93,2,Farkas Stella,5391,m,8.30,3.41,5,Pataki Eszter,5392,m,8.35,3.55,0,N
106,Kiss Angelika,5393,m,6.34,3.91,0,Takacs Bulcsu,5394,m,6.55,4.53,0,Lengyel Vanda,5395,m,4.04,3.77,0,Szucs Zsofia,5396,m,3.78,2.87,0,N
107,Papp Valer,5397,v,7.56,3.98,0,Szekely Flora,5398,m,8.39,4.39,7,Kovats Barbara,5399,m,2.32,2.65,0,Kovats Maria,5400,v,4.42,3.44,0,N
108,Pasztor Hella,5401,m,3.14,1.69,0,Deak Villo,5402,m,8.35,2.73,0,Racz Iren,5403,v,8.33,2.72,0,Boros Johanna,5404,v,5.09,2.37,0,N
109,Fekete Gedeon,5405,m,2.80,4.42,0,Bakos Sara,5406,v,8.74,2.56,0,Varga Lorinc,5407,u,5.05,2.72,2,Gal Margit,5408,u,8.39,1.39,0,N
110,Vegh Lajos,5409,m,3.66,2.67,0,Szalai Bodog,5410,m,2.14,3.89,0,Kovach Szilveszter,5411,u,8.49,1.12,0,Lengyel Magdolna,5412,m,5.78,4.71,10,N
111,Kiss Lenard,5413,v,3.92,3.20,0,Szalai Renata,5414,m,8.46,2.82,0,Molnar Ilma,5415,v,8.76,4.32,0,Kovacs Gusztav,5416,m,3.19,3.31,0,N
112,Nagy Malvin,5417,m,4.70,4.49,0,Mezo Emese,5418,m,7.94,2.24,0,Barna Peter,5419,v,5.92,3.84,10,Farkas Bator,5420,m,7.82,4.49,0,N
113,Balog Teofil,5421,u,7.28,2.37,0,Kiss Elza,5422,v,3.76,2.43,0,Varga Erno,5423,m,2.08,1.26,0,Szabo Annamaria,5424,m,7.39,3.86,0,N
114,Farkas Izso,5425,m,6.36,3.02,0,Nagy Kornel,5426,v,6.00,3.04,0,Horvath Lukrecia,5427,u,5.67,4.29,0,Rozsa Farkas,5428,m,3.37,4.35,0,N
115,Nemet Abigel,5429,m,2.36,2.73,1,Soos Kincso,5430,u,4.76,4.65,0,Lakatos Sara,5431,m,4.91,3.40,0,Bodnar Csilla,5432,v,7.48,1.81,0,N
116,Barna Paszkal,5433,m,5.88,3.54,0,Gal Odon,5434,m,2.27,1.85,0,Deak Janos,5435,m,7.84,3.31,0,Bodnar Pal,5436,m,6.85,2.97,0,N
201,Somogyi Geza,5437,m,2.20,3.70,0,Balazs Mihaly,5438,u,6.46,3.10,0,Gulyas Janos,5439,v,4.19,2.41,0,Gal Irma,5440,v,4.25,4.13,0,N
202,Horvath Denes,5441,m,5.35,3.25,0,Orosz Emese,5442,m,2.77,4.93,0,Rozsa Villo,5443,v,5.53,4.10,0,Kovacs Bertold,5444,m,3.79,3.25,0,N
203,Orosz Tas,5445,m,3.19,4.89,14,Lakatos Sara,5446,m,3.29,2.50,0,Pasztor Karoly,5447,m,7.40,4.28,0,Barna Ingrid,5448,m,6.47,2.68,0,N
204,Kis Tiborc,5449,m,6.96,3.50,0,Takacs Inez,5450,m,3.81,3.82,0,Szilagyi Csilla,5451,v,8.42,4.69,0,Major Izidor,5452,v,5.41,2.07,0,N
205,Racz Todor,5453,m,5.73,3.61,0,Fekete Janka,5454,m,5.71,3.38,0,Halasz Jacint,5455,m,7.01,3.14,14,Boros Sara,5456,v,2.70,1.60,4,N
206,Eros Ajtony,5457,m,7.24,4.31,0,Vincze Agota,5458,m,5.12,3.58,0,Deak Xenia,5459,m,4.63,3.71,0,Takacs Maria,5460,m,2.08,3.38,8,N
207,Kiss Gabriella,5461,m,7.76,2.79,0,Fekete Gabor,5462,u,8.32,3.24,0,Lengyel Agota,5463,v,7.60,3.97,0,Tot Adam,5464,v,3.44,1.14,0,N
208,Sipos Judit,5465,m,5.01,4.56,0,Szekely Edith,5466,m,7.70,1.04,0,Szabo Karoly,5467,v,6.29,2.84,0,Racz Ulrik,5468,m,5.65,4.45,0,N
209,Horvath Sebestyen,5469,v,4.05,3.14,0,Pinter Gusztav,5470,m,3.32,1.99,4,Somogyi Pongrac,5471,u,6.56,2.30,3,Bodnar Timea,5472,m,3.56,3.69,0,N
210,Bakos Emanuel,5473,v,3.97,1.33,0,Toth Sara,5474,v,4.88,1.27,0,Szucs Franciska,5475,m,3.40,2.04,0,Magyar Simon,5476,v,8.10,3.94,0,N
211,Kovach Tamas,5477,m,5.92,2.77,0,Nagy Eufrozina,5478,v,5.17,1.57,0,Kiss Zsuzsanna,5479,m,7.99,3.71,15,Gulyas Arpad,5480,m,5.19,2.85,0,N
212,Novak Irma,5481,v,8.42,1.28,0,Kiraly Emma,5482,m,8.89,2.38,0,Lengyel Irisz,5483,u,7.68,3.13,0,Szabo Domotor,5484,m,4.22,3.86,0,N
213,Horvath Gusztav,5485,m,6.49,2.77,0,Szucs Xenia,5486,m,6.40,2.05,0,Nagy Csilla,5487,m,6.85,3.48,19,Vincze Gergely,5488,m,3.59,3.81,0,N
214,Takacs Barbara,5489,u,4.33,2.64,0,Toth Bella,5490,v,5.67,2.48,0,Balogh Zsolt,5491,v,4.54,1.10,0,Molnar Lili,5492,m,5.72,3.22,11,N
215,Racz Elvira,5493,m,5.63,4.34,0,Toth Rudolf,5494,m,4.50,1.39,0,Szucs Vid,5495,m,7.47,1.98,0,Farkas Marcell,5496,v,5.82,3.04,3,N
216,Gyori Benjamin,5497,m,3.13,3.20,0,Boros Hella,5498,m,8.57,1.75,6,Hegedus Dorina,5499,v,2.83,1.56,0,Nemeth Petronella,5500,m,7.52,3.81,0,N
301,Tot Simon,5501,m,3.89,3.26,7,Kis Lenke,5502,u,2.23,2.55,0,Biro Klara,5503,v,3.98,2.31,0,Gal Vazul,5504,m,2.39,2.36,0,N
302,Kiss Boldizsar,5505,m,6.70,3.98,0,Kiss Jusztina,5506,v,6.81,2.98,0,Papp Lilla,5507,m,8.85,3.33,0,Halasz Angela,5508,m,8.94,4.75,0,N
303,Kiraly Farkas,5509,v,8.87,2.68,0,Balogh Lili,5510,m,5.04,2.60,0,Lakatos Hedvig,5511,v,7.24,4.01,0,Szalai Jakab,5512,m,2.88,1.26,0,N
304,Gal Ors,5513,v,3.38,2.22,0,Hajdu Bernat,5514,v,2.41,1.62,0,Bodnar Krisztina,5515,m,8.86,1.03,0,Takacs Teofil,5516,v,4.03,2.10,0,N
305,Magyar Vanda,5517,v,2.64,2.11,11,Varga Rudolf,5518,v,6.72,3.95,13,Kiss Gusztav,5519,m,6.79,3.17,0,Rozsa Rita,5520,v,3.30,3.74,0,N
306,Kovach Ambrus,5521,v,5.30,3.78,0,Nemet Edina,5522,v,6.11,1.92,0,Pinter Hella,5523,v,3.60,3.04,0,Molnar Gedeon,5524,u,6.14,2.92,0,N
307,Varga Teodora,5525,u,3.89,3.49,0,Bognar Roxana,5526,u,8.88,2.86,0,Molnar Ellak,5527,v,6.60,2.69,0,Kocsis Kolos,5528,m,3.43,4.55,0,N
308,Balazs Reka,5529,m,3.61,4.87,0,Pasztor Roland,5530,m,2.20,2.30,2,Kiss Alfred,5531,m,6.65,4.84,0,Nagy Melinda,5532,m,2.92,2.39,3,N
