101,Farkas Titusz,5744,m,7.89,3.06,0,Meszaros Barnabas,5745,m,6.60,2.93,0,Vegh Robert,5746,m,3.13,2.67,0,Ujhelyi Istvan,5747,u,5.06,1.19,0,N
102,Mezo Donat,5748,m,2.64,1.34,0,Eros Timot,5749,u,2.25,4.81,0,Deak Koppany,5750,v,8.59,4.96,0,Torok Zoltan,5751,m,4.99,4.45,0,N
103,Varga Lehel,5752,m,5.99,1.40,0,Eros Rozalia,5753,m,6.80,2.37,0,Somogyi Abraham,5754,v,2.46,3.11,0,Mezo Szabina,5755,m,7.37,1.73,0,N
104,Novak Angel,5756,m,6.27,3.17,0,Horvath Zerind,5757,m,5.76,2.46,0,Gyori Lilla,5758,v,3.16,3.13,0,Nemet Lilla,5759,u,8.51,1.31,11,N
105,Szabo Etelka,5760,v,3.05,4.01,0,Kis Sarolta,5761,v,7.43,4.67,0,Balog Flora,5762,m,3.63,3.36,0,Varga Rita,5763,m,7.22,2.17,3,N
106,Magyar Tunde,5764,v,4.29,2.28,17,Katona Izolda,5765,v,8.69,2.23,13,Fodor Paula,5766,m,2.40,2.84,0,Gal Melania,5767,u,4.04,3.03,0,N
107,Racz Lukrecia,5768,m,4.47,4.56,0,Kis Bruno,5769,m,7.57,3.55,0,Kovacs Emanuel,5770,m,2.58,4.69,0,Takacs Zsuzsanna,5771,m,6.25,4.55,0,N
108,Gal Laszlo,5772,m,3.94,1.76,0,Szucs Anna,5773,u,7.78,2.21,18,Lakatos Kornelia,5774,m,4.23,2.87,0,Major Miklos,5775,m,2.83,1.03,0,N
109,Szekely Olimpia,5776,m,4.98,4.54,11,Papp Jeno,5777,m,7.75,3.13,0,Sipos Arnold,5778,m,3.11,4.08,0,Bognar Inez,5779,m,6.66,2.51,0,N
110,Pasztor Peter,5780,m,5.18,3.74,5,Pinter Tamara,5781,v,6.25,3.72,0,Hajdu Karoly,5782,m,2.48,4.39,0,Feher Anna,5783,m,2.98,2.81,0,N
111,Balogh Friderika,5784,m,3.77,2.63,12,Tot Imre,5785,m,5.76,2.38,1,Fekete Zakarias,5786,v,6.27,2.93,0,Nemes Ilma,5787,m,4.48,2.13,0,N
112,Pinter Dalma,5788,u,6.49,3.13,0,Balazs Huba,5789,m,2.65,4.01,0,Katona Balint,5790,m,6.14,2.68,0,Somogyi Rezso,5791,m,5.26,3.92,0,N
113,Nemeth Koppany,5792,v,7.69,1.00,0,Molnar Bence,5793,m,7.81,2.82,0,Vincze Erno,5794,m,8.92,2.52,0,Eros Angela,5795,m,6.78,2.11,0,N
114,Vegh Anna,5796,m,2.34,4.11,0,Vegh Hilda,5797,v,3.03,3.67,0,Racz Brigitta,5798,m,6.08,4.38,0,Fekete Aranka,5799,m,5.27,2.72,0,N
115,Szabo Konstantin,5800,m,6.85,2.62,19,Nemet Moric,5801,m,6.46,4.57,0,Kozma Bonifac,5802,v,7.12,1.76,18,Budai Roland,5803,m,7.37,2.24,0,N
116,Farkas Evelin,5804,u,5.48,4.45,0,Kiss Lehel,5805,u,7.57,3.34,0,Papp Szilard,5806,v,8.98,3.69,0,Horvat Arpadina,5807,m,3.11,1.67,0,N
201,Lakatos Moric,5808,v,8.22,4.29,0,Kis Bianka,5809,m,2.56,2.61,0,Kiss Marcella,5810,v,8.62,3.36,0,Szabo Levente,5811,u,8.28,2.04,0,N
202,Biro Fatima,5812,m,7.40,4.06,0,Eros Egon,5813,u,8.78,1.06,0,Molnar Henrik,5814,v,6.61,4.88,0,Pasztor Jakab,5815,m,3.88,3.99,0,N
203,Kovacs Pal,5816,m,7.06,3.74,0,Barna Katalin,5817,v,2.24,3.53,0,Farkas Hella,5818,v,7.98,1.62,0,Pataki Ajtony,5819,m,4.70,4.02,0,N
204,Biro Ingrid,5820,m,3.35,3.85,0,Kocsis Emma,5821,v,6.05,3.85,0,Molnar Vanessza,5822,m,8.27,2.50,0,Fekete Noemi,5823,v,4.55,2.35,0,N
205,Kiss Aron,5824,m,5.27,4.73,0,Pataki Lenke,5825,v,3.91,3.83,0,Tot Mihaly,5826,m,5.01,5.00,0,Molnar Soma,5827,v,7.56,4.41,0,N
206,Lakatos Jusztina,5828,v,7.17,3.16,0,Rozsa Edith,5829,v,5.65,1.88,0,Ujhelyi Lorand,5830,v,7.36,3.54,0,Katona Luca,5831,m,5.39,3.74,0,N
207,Lengyel Hedvig,5832,m,7.92,1.26,0,Farkas Monika,5833,m,6.91,4.90,0,Feher Jakab,5834,m,6.63,2.28,0,Pasztor Mihaly,5835,m,7.25,2.18,0,N
208,Molnar Peter,5836,v,8.38,3.76,0,Gyori Ajtony,5837,m,8.04,3.84,0,Papp Lehel,5838,m,4.68,2.90,0,Bakos Aida,5839,v,5.56,3.37,0,N
209,Pasztor Klotild,5840,m,8.66,1.34,15,Kiss Bernadett,5841,u,7.90,3.95,0,Pinter Balint,5842,m,7.49,2.20,0,Papp Zita,5843,m,4.19,1.31,0,N
210,Barna Gyorgy,5844,m,4.64,3.98,0,Kis Antal,5845,m,4.14,1.97,0,Vas Patricia,5846,m,8.18,3.45,0,Lengyel Antal,5847,v,5.38,1.15,0,N
211,Somogyi Aida,5848,v,8.86,4.75,0,Bakos Petra,5849,m,4.54,2.05,0,Szalai Zsaklin,5850,m,4.02,3.26,19,Fodor Irisz,5851,u,4.71,2.52,0,N
212,Bodnar Ellak,5852,v,7.17,4.30,0,Molnar Zeno,5853,v,5.25,4.81,0,Kiss Aida,5854,u,3.53,2.60,0,Pasztor Gyozo,5855,m,5.47,4.23,0,N
213,Viragh Inez,5856,m,3.68,4.16,0,Takacs Gyozo,5857,m,2.19,3.02,0,Fodor Pal,5858,v,4.38,2.54,5,Orosz Bettina,5859,m,6.58,1.75,0,N
214,Kiraly Antonia,5860,m,3.20,2.61,0,Juhasz Istvan,5861,v,5.49,3.86,0,Hajdu Attila,5862,v,7.40,3.43,0,Papp Kamilla,5863,m,3.88,3.51,0,N
215,Szabo Marianna,5864,u,7.71,3.08,0,Szucs Aida,5865,m,5.56,3.46,0,Nemes Kolos,5866,m,7.22,4.88,0,Vincze Piroska,5867,m,2.36,1.97,0,N
216,Biro Kazmer,5868,m,6.20,4.52,0,Pinter Herman,5869,m,7.91,3.02,0,Varga Eniko,5870,m,3.33,4.71,0,Racz Zeno,5871,v,4.70,4.15,0,N
301,Hajdu Vince,5872,m,8.14,4.88,6,Nemet Melitta,5873,m,4.51,1.28,0,Horvath Kelemen,5874,u,5.84,4.38,0,Lakatos Zsofia,5875,m,5.59,4.79,0,N
302,Kiraly Renato,5876,v,2.26,4.24,0,Kozma Piroska,5877,m,5.77,3.27,0,Bognar Emod,5878,m,5.17,2.84,0,Fekete Andrea,5879,m,7.24,1.68,0,N
