101,Pinter Jeromos,4979,m,7.72,3.34,0,Papp Erna,4980,u,6.10,4.80,0,Vincze Miksa,4981,u,5.06,3.28,0,Kovats Bernadett,4982,v,3.49,2.01,0,N
102,Pinter Elias,4983,m,3.24,2.71,0,Kiss Simon,4984,m,3.30,4.01,0,Balogh Olimpia,4985,v,7.92,3.83,0,Szalai Anna,4986,m,8.33,3.35,0,N
103,Nemeth Patricia,4987,v,8.49,4.18,0,Hajdu Zalan,4988,m,5.97,2.96,0,Szabo Felix,4989,v,4.24,3.09,0,Vincze Zsofia,4990,v,2.06,3.63,0,N
104,Lakatos Zoltan,4991,v,3.17,2.89,0,Katona Gedeon,4992,m,6.35,3.26,0,Novak Izabella,4993,v,3.70,4.62,0,Halasz Erhard,4994,v,8.70,4.77,0,N
105,Nagy Alfred,4995,m,6.78,3.98,0,Kovacs Richard,4996,m,3.11,3.00,0,Olah Jozsef,4997,u,5.82,4.88,0,Barna Teofil,4998,v,6.66,3.49,0,N
106,Toth Gabor,4999,u,8.71,3.99,0,Kovats Illes,5000,m,8.91,2.25,0,Meszaros Florian,5001,m,7.57,5.00,0,Novak Abel,5002,m,8.30,4.20,0,N
107,Bodnar Irisz,5003,m,3.74,3.14,0,Barna Zsigmond,5004,m,2.26,1.50,0,Hegedus Ibolya,5005,m,2.18,1.97,0,Kozma Leona,5006,v,4.24,2.80,1,N
108,Mezo Ilma,5007,v,2.55,3.88,0,Farkas Miklos,5008,m,5.16,3.17,0,Major Nikolett,5009,m,4.55,2.99,0,Pasztor Eleonora,5010,v,7.93,3.72,0,N
109,Papp Angelika,5011,m,7.44,3.91,0,Pinter Barnabas,5012,m,5.41,2.32,0,Eros Achilles,5013,u,7.50,3.17,0,Barna Lorinc,5014,m,4.32,2.21,0,N
110,Hegedus Vanda,5015,v,3.37,4.79,0,Nemeth Mihaly,5016,m,5.22,3.54,8,Soos Kristof,5017,m,5.99,4.60,0,Major Ildiko,5018,m,2.22,4.87,0,N
111,Molnar Rudolf,5019,m,4.74,2.44,0,Kiss Palma,5020,v,2.31,4.09,0,Szucs Emanuel,5021,u,4.72,2.59,8,Biro Leonora,5022,m,5.95,4.16,0,N
112,Balog Gerda,5023,u,7.92,3.40,5,Balazs Klementina,5024,m,3.02,2.01,0,Kiss Zoltan,5025,m,7.76,1.21,0,Nemeth Matild,5026,v,8.09,3.92,0,N
113,Viragh Borbala,5027,u,7.47,2.54,0,Tot Villo,5028,m,2.35,4.41,13,Bodnar Szerena,5029,u,4.03,4.36,9,Vegh Szonja,5030,m,8.77,2.40,0,N
114,Horvath Hedvig,5031,v,6.66,3.47,0,Soos Rebeka,5032,m,2.22,3.96,0,Szucs Elias,5033,v,2.46,2.73,0,Varga Boldizsar,5034,m,7.75,2.28,0,N
115,Novak Ella,5035,v,8.06,2.87,12,Szabo Emoke,5036,m,4.61,3.67,0,Kiss Donat,5037,m,2.67,2.95,0,Balazs Zsolt,5038,m,6.60,3.44,0,N
116,Fazekas Piroska,5039,m,7.74,3.40,19,Nemeth Lili,5040,m,3.40,1.98,0,Katona Csanad,5041,m,3.86,2.54,0,Kiraly Elek,5042,m,3.53,3.44,0,N
201,Viragh Bertalan,5043,m,3.65,4.43,0,Halasz Anett,5044,m,3.73,1.38,0,Ujhelyi Szabina,5045,u,8.91,3.18,0,Gal Bianka,5046,v,6.59,3.69,0,N
